work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_type
2024,MI,FT,Data Scientist,150650,US,0,US,M,IN-PERSON
2024,MI,FT,Data Scientist,106700,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,192300,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,107900,US,0,US,M,IN-PERSON
2024,MI,FT,Data Integration Specialist,115000,US,100,US,M,REMOTE
2024,MI,FT,Data Integration Specialist,95500,US,100,US,M,REMOTE
2024,MI,FT,Research Scientist,195000,US,100,US,M,REMOTE
2024,MI,FT,Research Scientist,160000,US,100,US,M,REMOTE
2024,SE,FT,Data Scientist,257600,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,146000,US,0,US,M,IN-PERSON
2024,EN,FT,Data Analyst,90000,CA,0,CA,M,IN-PERSON
2024,EN,FT,Data Analyst,70000,CA,0,CA,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,122222,NL,100,NL,S,REMOTE
2024,SE,FT,Machine Learning Engineer,77777,NL,100,NL,S,REMOTE
2024,SE,FT,Data Engineer,158200,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,74100,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,231400,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,170955,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,137000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,60300,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,101098,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,59469,US,0,US,M,IN-PERSON
2024,MI,FT,Data Product Manager,166363,US,0,US,M,IN-PERSON
2024,MI,FT,Data Product Manager,103977,US,0,US,M,IN-PERSON
2024,SE,FT,Data Manager,166000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Manager,104000,US,0,US,M,IN-PERSON
2024,SE,FT,Research Scientist,170400,US,0,US,M,IN-PERSON
2024,SE,FT,Research Scientist,123800,US,0,US,M,IN-PERSON
2024,MI,FT,Data Visualization Specialist,94763,US,100,US,M,REMOTE
2024,MI,FT,Data Visualization Specialist,67750,US,100,US,M,REMOTE
2024,SE,FT,Machine Learning Engineer,251250,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,120750,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,33333,LT,0,LT,M,IN-PERSON
2024,MI,FT,Data Analyst,28666,LT,0,LT,M,IN-PERSON
2024,SE,FT,Data Scientist,189615,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,150385,US,0,US,M,IN-PERSON
2024,SE,FT,Data Science,283800,US,0,US,M,IN-PERSON
2024,SE,FT,Data Science,234700,US,0,US,M,IN-PERSON
2024,MI,FT,Data Scientist,109000,US,100,US,M,REMOTE
2024,MI,FT,Data Scientist,93000,US,100,US,M,REMOTE
2024,MI,FT,Data Scientist,164000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Scientist,131000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Specialist,57008,GB,0,GB,M,IN-PERSON
2024,MI,FT,Data Specialist,38651,GB,0,GB,M,IN-PERSON
2024,MI,FT,Data Analyst,68750,GB,100,GB,M,REMOTE
2024,MI,FT,Data Analyst,56250,GB,100,GB,M,REMOTE
2024,SE,FT,Business Intelligence Lead,144300,US,0,US,M,IN-PERSON
2024,SE,FT,Business Intelligence Lead,104800,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,212750,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,157250,US,0,US,M,IN-PERSON
2024,EN,FT,Data Analyst,150000,US,100,US,M,REMOTE
2024,EN,FT,Data Analyst,129200,US,100,US,M,REMOTE
2024,SE,FT,Machine Learning Engineer,265000,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,170000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,190000,US,100,US,M,REMOTE
2024,SE,FT,Data Scientist,155000,US,100,US,M,REMOTE
2024,SE,FT,Data Engineer,165000,US,100,US,M,REMOTE
2024,SE,FT,Data Engineer,100000,US,100,US,M,REMOTE
2024,MI,FT,Data Engineer,213900,US,100,US,M,REMOTE
2024,MI,FT,Data Engineer,126500,US,100,US,M,REMOTE
2024,SE,FT,Research Analyst,130000,US,0,US,M,IN-PERSON
2024,SE,FT,Research Analyst,104000,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,225000,US,100,US,M,REMOTE
2024,SE,FT,Machine Learning Engineer,66000,US,100,US,M,REMOTE
2024,SE,FT,ML Engineer,220000,US,0,US,M,IN-PERSON
2024,MI,FT,Business Intelligence Analyst,110000,US,0,US,M,IN-PERSON
2024,MI,FT,Business Intelligence Analyst,85000,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,282000,US,100,US,M,REMOTE
2024,SE,FT,Machine Learning Engineer,188000,US,100,US,M,REMOTE
2024,EX,FT,Data Science,219650,US,100,US,M,REMOTE
2024,EX,FT,Data Science,136000,US,100,US,M,REMOTE
2024,SE,FT,Data Science,210850,US,0,US,M,IN-PERSON
2024,SE,FT,Data Science,145400,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,143800,US,100,US,M,REMOTE
2024,MI,FT,Data Analyst,106300,US,100,US,M,REMOTE
2024,MI,FT,AI Engineer,150000,US,100,US,M,REMOTE
2024,MI,FT,AI Engineer,90200,US,100,US,M,REMOTE
2024,MI,FT,Data Engineer,140000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,110000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Analyst,140000,US,100,US,M,REMOTE
2024,SE,FT,Data Analyst,120000,US,100,US,M,REMOTE
2024,EN,PT,AI Software Engineer,117647,DK,0,DK,S,IN-PERSON
2024,MI,PT,Research Scientist,138000,US,0,US,M,IN-PERSON
2024,MI,PT,Research Scientist,86000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Scientist,199700,US,0,US,M,IN-PERSON
2024,MI,FT,Data Scientist,70800,US,0,US,M,IN-PERSON
2024,SE,FT,Research Analyst,175000,US,0,US,M,IN-PERSON
2024,SE,FT,Research Analyst,130000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Architect,169847,US,100,US,M,REMOTE
2024,SE,FT,Data Architect,131631,US,100,US,M,REMOTE
2024,SE,FT,Machine Learning Scientist,277000,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Scientist,173000,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,264500,US,100,US,M,REMOTE
2024,SE,FT,Machine Learning Engineer,165600,US,100,US,M,REMOTE
2024,SE,FT,Business Intelligence,194000,US,100,US,M,REMOTE
2024,SE,FT,Business Intelligence,168000,US,100,US,M,REMOTE
2024,MI,FT,Data Engineer,90000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,70000,US,0,US,M,IN-PERSON
2024,EN,FT,Data Scientist,137000,US,0,US,M,IN-PERSON
2024,EN,FT,Data Scientist,60400,US,0,US,M,IN-PERSON
2024,EX,FT,Data Science,197689,US,0,US,M,IN-PERSON
2024,EX,FT,Data Science,152311,US,0,US,M,IN-PERSON
2024,EX,FT,Research Analyst,209500,US,0,US,M,IN-PERSON
2024,EX,FT,Research Analyst,147500,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,170000,US,100,US,M,REMOTE
2024,SE,FT,Data Engineer,146000,US,100,US,M,REMOTE
2024,SE,FT,Machine Learning Engineer,220600,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,140100,US,0,US,M,IN-PERSON
2024,SE,FT,AI Engineer,236872,US,0,US,M,IN-PERSON
2024,SE,FT,AI Engineer,148045,US,0,US,M,IN-PERSON
2024,MI,FT,Data Science Engineer,143896,US,0,US,M,IN-PERSON
2024,MI,FT,Data Science Engineer,99208,US,0,US,M,IN-PERSON
2024,SE,FT,Applied Scientist,250000,US,0,US,M,IN-PERSON
2024,SE,FT,Applied Scientist,160000,US,0,US,M,IN-PERSON
2024,SE,FT,ML Engineer,200000,US,0,US,M,IN-PERSON
2024,SE,FT,ML Engineer,25000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,137500,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,81500,US,0,US,M,IN-PERSON
2024,EX,FT,Data Science,209700,US,0,US,M,IN-PERSON
2024,EX,FT,Data Science,161300,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,249000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,216000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,170040,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,113360,US,0,US,M,IN-PERSON
2024,MI,FT,Machine Learning Operations Engineer,178250,US,0,US,M,IN-PERSON
2024,MI,FT,Machine Learning Operations Engineer,110500,US,0,US,M,IN-PERSON
2024,EN,FT,Data Analyst,83300,US,0,US,M,IN-PERSON
2024,EN,FT,Data Analyst,47500,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,200000,US,100,US,M,REMOTE
2024,SE,FT,Data Scientist,148500,US,100,US,M,REMOTE
2024,SE,FT,Data Architect,138000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Architect,120000,US,0,US,M,IN-PERSON
2024,SE,FT,Research Scientist,250000,US,0,US,M,IN-PERSON
2024,SE,FT,Research Scientist,200000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,110000,US,100,US,M,REMOTE
2024,SE,FT,Data Engineer,90000,US,100,US,M,REMOTE
2024,MI,FT,Data Engineer,142000,US,100,US,M,REMOTE
2024,MI,FT,Data Engineer,129500,US,100,US,M,REMOTE
2024,MI,FT,Data Product Manager,210554,US,0,US,M,IN-PERSON
2024,MI,FT,Data Product Manager,131596,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,170000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,130000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,159550,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,113000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,135000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,100000,US,0,US,M,IN-PERSON
2024,MI,FT,Machine Learning Engineer,245400,US,0,US,M,IN-PERSON
2024,MI,FT,Machine Learning Engineer,139000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,190000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,167000,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,304000,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,244000,US,0,US,M,IN-PERSON
2024,EN,FT,Data Analyst,62500,US,0,US,M,IN-PERSON
2024,EN,FT,Data Analyst,55000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,247600,US,0,US,L,IN-PERSON
2024,SE,FT,Data Scientist,127300,US,0,US,L,IN-PERSON
2024,SE,FT,Data Science,210000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Science,170000,US,0,US,M,IN-PERSON
2024,MI,FT,Applied Scientist,222200,US,0,US,L,IN-PERSON
2024,MI,FT,Applied Scientist,136000,US,0,US,L,IN-PERSON
2024,MI,FT,Research Analyst,200000,US,100,US,M,REMOTE
2024,MI,FT,Research Analyst,151300,US,100,US,M,REMOTE
2024,MI,FT,Data Scientist,110000,US,100,US,M,REMOTE
2024,MI,FT,Data Scientist,90000,US,100,US,M,REMOTE
2024,EN,FT,Data Analyst,156000,US,0,US,M,IN-PERSON
2024,EN,FT,Data Analyst,94000,US,0,US,M,IN-PERSON
2024,MI,FT,Research Scientist,212800,US,0,US,L,IN-PERSON
2024,MI,FT,Research Scientist,124100,US,0,US,L,IN-PERSON
2024,MI,FT,Analytics Engineer,195000,US,0,US,M,IN-PERSON
2024,MI,FT,Analytics Engineer,140000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Management Analyst,199068,US,0,US,M,IN-PERSON
2024,SE,FT,Data Management Analyst,150000,US,0,US,M,IN-PERSON
2024,EX,FT,Data Science,250900,US,0,US,M,IN-PERSON
2024,EX,FT,Data Science,173100,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,95000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,80000,US,0,US,M,IN-PERSON
2024,EN,FT,Data Scientist,66666,FR,0,FR,M,IN-PERSON
2024,EN,FT,Data Scientist,44444,FR,0,FR,M,IN-PERSON
2024,SE,FT,Data Engineer,138000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,86000,US,0,US,M,IN-PERSON
2024,SE,FT,AI Engineer,186754,US,0,US,M,IN-PERSON
2024,SE,FT,AI Engineer,101000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,234000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,146000,US,0,US,M,IN-PERSON
2024,MI,FT,Research Scientist,96200,US,100,US,M,REMOTE
2024,MI,FT,Research Scientist,69800,US,100,US,M,REMOTE
2024,SE,FT,Encounter Data Management Professional,96200,US,100,US,M,REMOTE
2024,SE,FT,Encounter Data Management Professional,69800,US,100,US,M,REMOTE
2024,SE,FT,Business Intelligence,170000,US,0,US,M,IN-PERSON
2024,SE,FT,Business Intelligence,150000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,157500,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,149900,US,0,US,M,IN-PERSON
2024,SE,FT,Data Analyst,169000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Analyst,105000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,148017,US,100,US,M,REMOTE
2024,SE,FT,Data Engineer,87069,US,100,US,M,REMOTE
2024,MI,FT,Data Specialist,106336,CA,0,CA,M,IN-PERSON
2024,MI,FT,Data Specialist,83150,CA,0,CA,M,IN-PERSON
2024,MI,FT,Data Analytics Specialist,130000,US,100,US,M,REMOTE
2024,MI,FT,Data Analytics Specialist,91000,US,100,US,M,REMOTE
2024,SE,FT,Data Analyst,149925,US,0,US,M,IN-PERSON
2024,SE,FT,Data Analyst,91260,US,0,US,M,IN-PERSON
2024,SE,FT,ML Engineer,185000,US,0,US,M,IN-PERSON
2024,SE,FT,ML Engineer,25000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,155000,US,100,US,M,REMOTE
2024,SE,FT,Data Scientist,120000,US,100,US,M,REMOTE
2024,SE,FT,ML Engineer,209700,US,0,US,M,IN-PERSON
2024,SE,FT,ML Engineer,144600,US,0,US,M,IN-PERSON
2024,SE,FT,Data Architect,175000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Architect,117000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,77280,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,58000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,170200,US,100,US,M,REMOTE
2024,SE,FT,Data Engineer,125800,US,100,US,M,REMOTE
2024,SE,FT,Data Architect,202730,US,100,US,M,REMOTE
2024,SE,FT,Data Architect,92118,US,100,US,M,REMOTE
2024,MI,FT,Data Analyst,125000,US,100,US,M,REMOTE
2024,MI,FT,Data Analyst,100000,US,100,US,M,REMOTE
2024,SE,FT,Applied Scientist,200000,US,100,US,M,REMOTE
2024,SE,FT,Applied Scientist,160000,US,100,US,M,REMOTE
2024,MI,FT,Data Scientist,157144,US,0,US,M,IN-PERSON
2024,MI,FT,Data Scientist,93101,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,160769,CA,0,CA,M,IN-PERSON
2024,SE,FT,Data Scientist,115384,CA,0,CA,M,IN-PERSON
2024,SE,FT,Applied Scientist,260000,US,0,US,L,IN-PERSON
2024,SE,FT,Applied Scientist,136000,US,0,US,L,IN-PERSON
2024,SE,FT,Machine Learning Engineer,189000,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,145400,US,0,US,M,IN-PERSON
2024,SE,FT,Data Architect,200070,CA,0,CA,M,IN-PERSON
2024,SE,FT,Data Architect,107730,CA,0,CA,M,IN-PERSON
2024,SE,FT,Data Engineer,154000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,103000,US,0,US,M,IN-PERSON
2024,EX,FT,Head of Data,223000,US,0,US,M,IN-PERSON
2024,EX,FT,Head of Data,205000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Analyst,209000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Analyst,120000,US,0,US,M,IN-PERSON
2024,MI,FT,Machine Learning Engineer,200000,CA,0,CA,M,IN-PERSON
2024,MI,FT,Machine Learning Engineer,160000,CA,0,CA,M,IN-PERSON
2024,MI,FT,Data Scientist,110000,US,100,US,M,REMOTE
2024,MI,FT,Data Scientist,90000,US,100,US,M,REMOTE
2024,SE,FT,Data Scientist,252000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,168000,US,0,US,M,IN-PERSON
2024,MI,FT,Applied Scientist,222200,US,0,US,L,IN-PERSON
2024,MI,FT,Applied Scientist,136000,US,0,US,L,IN-PERSON
2024,SE,FT,Data Analytics Lead,250000,US,100,US,M,REMOTE
2024,SE,FT,Data Scientist,130000,US,100,US,M,REMOTE
2024,MI,FT,Data Scientist,150000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Scientist,127500,US,0,US,M,IN-PERSON
2024,EN,FT,Business Intelligence Analyst,142136,US,0,US,M,IN-PERSON
2024,EN,FT,Business Intelligence Analyst,123596,US,0,US,M,IN-PERSON
2024,MI,FT,Data Scientist,285200,US,100,US,M,REMOTE
2024,MI,FT,Data Scientist,168600,US,100,US,M,REMOTE
2024,SE,FT,Data Scientist,223500,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,109100,US,0,US,M,IN-PERSON
2024,EN,FT,Data Analyst,64500,US,0,US,M,IN-PERSON
2024,EN,FT,Data Analyst,46500,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,180500,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,96200,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,86940,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,66000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,77280,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,58000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Specialist,51772,GB,0,GB,M,IN-PERSON
2024,SE,FT,Data Specialist,47778,GB,0,GB,M,IN-PERSON
2024,SE,FT,Data Manager,166000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Manager,104000,US,0,US,M,IN-PERSON
2024,EN,FT,Data Analyst,97000,US,0,US,M,IN-PERSON
2024,EN,FT,Data Analyst,62000,US,0,US,M,IN-PERSON
2024,MI,FT,Machine Learning Scientist,176000,US,0,US,M,IN-PERSON
2024,MI,FT,Machine Learning Scientist,72700,US,0,US,M,IN-PERSON
2024,MI,FT,Data Science,42457,ZA,0,ZA,M,IN-PERSON
2024,MI,FT,Data Science,39245,ZA,0,ZA,M,IN-PERSON
2024,EN,FT,Research Scientist,170500,US,100,US,M,REMOTE
2024,EN,FT,Research Scientist,123200,US,100,US,M,REMOTE
2024,SE,FT,Machine Learning Engineer,296400,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,159600,US,0,US,M,IN-PERSON
2024,SE,FT,Applied Scientist,158200,US,0,US,M,IN-PERSON
2024,SE,FT,Applied Scientist,79000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,153000,NZ,0,NZ,M,IN-PERSON
2024,SE,FT,Data Scientist,135000,NZ,0,NZ,M,IN-PERSON
2024,MI,FT,Data Scientist,145000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Scientist,125000,US,0,US,M,IN-PERSON
2024,EX,FT,Head of Data,230000,US,100,US,M,REMOTE
2024,EX,FT,Head of Data,200000,US,100,US,M,REMOTE
2024,SE,FT,Machine Learning Engineer,278000,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,196000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,140000,US,100,US,M,REMOTE
2024,SE,FT,Data Engineer,100000,US,100,US,M,REMOTE
2024,MI,FT,Data Scientist,45000,AR,100,AR,M,REMOTE
2024,MI,FT,Data Scientist,30000,AR,100,AR,M,REMOTE
2024,SE,FT,Data Scientist,218000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,145000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Analyst,100000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Analyst,86220,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,190000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,150000,US,0,US,M,IN-PERSON
2024,MI,FT,Business Intelligence,110000,US,0,US,M,IN-PERSON
2024,MI,FT,Business Intelligence,95000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Science,110000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Science,90000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,140000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Engineer,110000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,80000,US,100,US,M,REMOTE
2024,MI,FT,Data Analyst,50000,US,100,US,M,REMOTE
2024,SE,FT,Data Analyst,180000,US,100,US,M,REMOTE
2024,SE,FT,Data Analyst,130000,US,100,US,M,REMOTE
2024,SE,FT,Data Engineer,200000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Engineer,147000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Analyst,148000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Analyst,125000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,150000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Scientist,110000,US,0,US,M,IN-PERSON
2024,SE,FT,Data Analyst,245400,US,100,US,M,REMOTE
2024,SE,FT,Data Analyst,135800,US,100,US,M,REMOTE
2024,EX,FT,Business Intelligence,200000,US,0,US,M,IN-PERSON
2024,EX,FT,Business Intelligence,175000,US,0,US,M,IN-PERSON
2024,SE,FT,Applied Scientist,249700,US,100,US,M,REMOTE
2024,SE,FT,Applied Scientist,156300,US,100,US,M,REMOTE
2024,SE,FT,Data Architect,190000,US,100,US,M,REMOTE
2024,SE,FT,Data Architect,140000,US,100,US,M,REMOTE
2024,SE,FT,Machine Learning Engineer,220000,US,0,US,M,IN-PERSON
2024,EN,FT,Data Engineer,38888,ES,0,ES,M,IN-PERSON
2024,EN,FT,Data Engineer,30000,ES,0,ES,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,280000,US,100,US,M,REMOTE
2024,SE,FT,Machine Learning Engineer,184000,US,100,US,M,REMOTE
2024,MI,FT,Data Analyst,174000,US,0,US,M,IN-PERSON
2024,MI,FT,Data Analyst,132000,US,0,US,M,IN-PERSON
2024,SE,FT,Analytics Engineer,170000,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,200000,US,0,US,M,IN-PERSON
2024,SE,FT,Machine Learning Engineer,160000,US,0,US,M,IN-PERSON
